PointID,County,xcoord,ycoord,landusenum,Main_soil,Slope,CS_0_30,gS,mS,fS,gU,mU,fU,Sand,Silt,Clay,pH_H2O,EC_H2O,TC,TOC,TN,FSS,Water_cont,Stone_dens,BD_bulk,Rock_fragm
1868,NW,381350.5716,5758989.493,1,BB,N0.2,52.17,1.5,29.9,26.7,17,6.6,3.5,58.2,27,14.8,6.52,104.1,12.53,12.53,1.48,1127.6,34.47,2.65,1.14,0.094339623
1869,NW,389714.7263,5758044.296,1,BB,N0.2,69.79,1.1,13.1,21.3,17,10.5,11.1,35.5,38.6,25.9,6.2,65.8,19.78,19.78,1.75,1179.7,34.66,2.65,1.18,0.024150943
1872,NW,412865.6983,5760559.662,1,YE,N0,76.24,0.3,20.5,51.2,19.6,2.7,0.8,72,23,5,5.79,59,17.79,17.79,1.28,1265.9,8.69,2.65,1.28,0
1876,NW,442399.924,5759072.047,1,GG,N0,39.98,1.1,11.9,70.6,8.7,1.6,0.8,83.7,11.1,5.2,5.99,52.9,9.53,9.53,0.82,1168.8,12.04,2.65,1.19,0.506415094
1877,NW,450889.1241,5760086.315,1,ZZ,N0,75.95,0.4,21.5,69,3.8,1.1,0.8,90.8,5.7,3.5,6.53,78.7,22.65,22.65,1.29,1023.8,16.66,2.65,1.07,1.048301887
1878,NW,458001.4063,5758795.907,1,YU,N1,52.88,1.9,52.3,38.5,2.7,0.9,0.9,92.7,4.5,2.8,5.68,115.2,12.5,12.5,0.99,1308.3,6.98,2.65,1.32,0.173584906
1881,NW,482088.0565,5760434.623,1,SS,N1,70.02,0.7,8.6,9.8,52.5,14.9,3,19.1,70.4,10.5,6.52,72.5,19.82,19.82,1.54,1186.2,24.19,2.65,1.22,0.931320755
1882,NW,490142.8686,5758530.527,1,LL,N2.2,43.48,1.1,3.8,6.3,52.5,16.5,4.6,11.1,73.6,15.3,6.9,67.6,10.55,10.28,0.99,1257.2,24.76,2.65,1.3,2.464150943
1886,NI,522585.9168,5759494.818,1,YK,N2,45.03,1.6,1,2,60.6,19,3.4,4.5,82.9,12.6,6.99,167.6,11.47,11.47,1.23,1119.3,21.92,2.65,1.15,0.972830189
1888,NI,538208.0516,5758839.221,1,LL,N3,57.02,0.2,0.4,1.7,59,18.3,3.2,2.4,80.5,17.1,6.98,132.2,16.04,16.04,1.65,1175.6,29.36,2.65,1.23,0
1889,NI,549431.4507,5762814.356,2,SS,N2,52.37,1.4,1.8,4.9,51.1,20.5,4.6,8,76.1,15.9,5.67,94.5,22.93,22.93,2.01,894.1,13.1,2.65,0.93,2.195471698
1890,NI,556964.5106,5761464.761,1,AB,N0,63.67,0.2,0.7,5.2,39,22,7.2,6.1,68.1,25.8,7.01,411,19.44,17.67,2.3,1069,20.59,2.65,1.09,0.558490566
1891,NI,563393.2742,5759875.322,1,BB,N3,60.58,1.1,0.9,3.4,26.7,16.1,9.3,5.3,52.1,42.6,7.21,166.3,24.71,22.19,2.66,926.8,23.93,2.65,0.97,1.262641509
1893,NI,579750.4625,5761369.153,1,BB,N2.2,46.88,2.7,5.8,3.2,44,19.1,5.1,11.7,68.2,20.1,7.41,251,14.71,13.44,1.53,1170.3,16.49,2.65,1.27,3.715471698
1894,NI,586334.2666,5762473.71,1,YK,N3.1,51.94,1.3,4.1,5.9,44,22.3,5.6,11.2,71.9,16.9,6.49,304,14.43,14.43,1.56,1142.4,21.65,2.65,1.22,1.855849057
1895,NI,593233.0184,5761770.834,1,CF,N2,51.73,3.1,5.9,4.7,36.5,19.7,6,13.6,62.2,24.2,7.57,333,14.72,12.96,1.6,1369.7,14.95,2.65,0,1.44216527
1897,ST,611730.9139,5760585.692,1,AB,N1,45.44,1.4,3,4,45.9,23.4,4.6,8.3,73.9,17.8,7.49,143.2,11.47,10.92,1.25,1182.5,16.88,2.65,1.19,0.627169811
1900,ST,634700.1547,5764552.681,1,TC,N1,57.65,0.4,0.6,1.4,40.6,26.2,6.5,2.4,73.3,24.3,8.03,146.9,16.58,15.17,1.46,1399.9,18.72,2.65,1.4,0.043018868
1901,ST,646092.9672,5761741.69,1,TT,N1,81.29,0.3,0.8,1.2,43.3,24.9,5.7,2.3,73.9,23.8,6.86,70.4,21.05,21.05,1.92,1187.8,23.25,2.65,1.19,0.015849057
1902,ST,648853.9824,5761669.708,1,AT,N0.1,78.07,0.9,2.2,5,19.4,19.4,9.8,8,48.7,43.3,6.15,169.4,24.96,24.96,2.46,939.4,29.5,2.65,0.95,0.018113208
1903,ST,660888.6919,5762253.694,1,YK,N2.2,55.82,6.5,28.2,17.7,22.5,9,2.6,52.4,34.1,13.5,7.52,116.2,15.87,13.94,1.45,1405.8,18,2.65,1.43,0.923773585
1904,ST,669402.6385,5764301.398,1,TT,N1,146.92,0.5,1.8,1.8,39.3,23.3,5.2,4.1,67.8,28.1,7.6,2430,60.38,49.8,4.63,948.4,40.91,2.65,0.95,0.094339623
1905,ST,674389.5389,5764361.435,1,TT,N2,66.16,0.9,1.6,1.6,49.5,21.3,4.7,4,75.5,20.5,6.7,119.8,15.96,15.75,1.59,1139.4,20.41,2.65,1.15,0.064150943
1908,ST,700228.6951,5762224.433,1,SS,N0.1,64.12,1.1,4.1,8.4,8.5,16.8,15.4,13.6,40.8,45.6,7.23,236,18.65,17.98,1.85,1025,21.39,2.65,1.03,0
1909,ST,709806.4273,5763794.423,2,ZZ,N1,210.1,10.4,39.3,11.7,5.5,5.1,3.4,61.4,14,24.6,7.83,261,139.2,115.33,9.87,663.5,80.64,2.65,0.67,0.041509434
1914,ST,747433.8817,5761452.537,1,LF,N1,48.22,5.8,29,28.9,9.1,9.1,7,63.6,25.1,11.3,6.79,79.5,11.13,10.75,0.96,1373.7,16.35,2.65,1.45,3.910943396
1916,ST,761460.3919,5764006.162,1,LF,N0,33.6,4.7,28.5,30.1,17.4,8.9,4.2,63.4,30.5,6.1,7.17,68.8,8.97,8.63,0.73,1326.8,10.32,2.65,1.35,0.987924528
1918,BB,779181.5556,5762267.294,1,RQ,N1,32.44,5,42.2,24.5,17.5,5.2,1.6,71.7,24.4,3.9,6.41,44.1,7.4,7.4,0.57,1649.7,22.97,2.65,1.7,1.756981132
1923,BB,819565.3845,5763107.758,1,BB,N0,33.63,11.4,43.6,35.2,4.9,1.3,0.9,90.2,7,2.8,6.03,59.8,8.39,8.39,0.71,1509.5,2.91,2.65,1.61,3.550188679
1924,BB,827536.7849,5765820.27,1,ZZ,N1,39.63,4.7,31.7,36.1,12.1,5.5,2.4,72.5,19.9,7.6,6.04,71.1,9.72,9.72,0.85,1657.9,4.24,2.65,1.69,1.313207547
1926,BB,841677.5458,5766201.256,1,PP,N0,73.97,2,47.5,42.2,3.3,1.9,0.7,91.7,5.8,2.5,5.87,58.5,14.82,14.82,1.06,1424.4,15.08,2.65,1.43,0.049056604
1927,BB,853688.9724,5765620.58,1,BB,N2,43.91,5.3,41,36.9,6.8,3,1.6,83.1,11.3,5.6,7.46,134.4,17.37,16.81,1.34,1166.5,3.87,2.65,1.2,1.102641509
1930,BB,874887.8007,5764733.147,1,LF,N0.2,45.52,7.3,38,34.8,9.2,3.8,2.4,80.1,15.4,4.5,5.62,32.2,9.84,9.84,0.72,1544.6,15.25,2.65,1.6,2.218867925
1933,NW,305465.0003,5751425.45,1,GG,N0.1,105.62,1.5,10.5,10,4.8,12.2,15.7,21.9,32.7,45.4,7.23,98.9,33.73,33,3.43,975.3,45.32,2.65,0.98,0.12754717
1934,NW,333442.528,5751046.116,1,YE,N0.2,71.06,1.5,15.4,65.3,7.6,2.8,1.8,82.2,12.1,5.7,6.1,206,17.65,17.65,1.31,1234.4,8.87,2.65,1.25,0.196226415
1936,NW,349924.5652,5750655.139,2,PP,N0.1,81.38,2.2,41.8,44.1,5,1.8,1,88.1,7.8,4.1,6.09,50,25.13,25.13,1.95,1171.7,24.66,2.65,1.21,1.443773585
1937,NW,355539.4543,5750414.781,1,SS,N1,76.44,2.8,24.7,43.3,12.1,5.2,2.5,70.7,19.8,9.5,6.08,74.2,17.29,17.29,1.48,1492.9,21.77,2.65,1.54,2.426415094
1941,NW,388402.7223,5748566.177,1,SS,N0,78.29,1.3,18.7,23.3,17.9,6.9,5.4,43.3,30.3,26.4,6.6,145.3,27.7,26.77,2.57,1315,30.04,2.65,1.35,2.517735849
1942,NW,395634.9745,5752617.664,1,BB,N0.1,60.84,2.4,30.1,25.5,11,5.6,5.1,58,21.7,20.3,6.92,85.1,13.01,12.51,1.23,1473.9,18.84,2.65,1.48,0.309433962
1943,NW,405862.3119,5750469.31,1,BBc,N0,68.18,2.3,26.3,21.6,11.4,6.7,7.3,50.2,25.5,24.3,6.47,65.4,16.37,15.7,1.55,1496.9,19.73,2.65,1.5,0.20754717
1944,NW,413502.2202,5752630.931,1,YU,N0,52.92,3.6,49.2,30.5,8.3,2.3,1.7,83.3,12.3,4.4,5.16,48.9,12.42,12.42,1.13,1435.6,17.02,2.65,1.46,0.32754717
1945,NW,421792.0288,5750106.264,1,YE,N0,60.1,1.4,43.9,32.6,6.5,2.5,2.7,77.9,11.6,10.5,5.58,168.6,13.17,13.17,1.34,1343.1,16.36,2.65,1.35,0.058867925
1946,NW,429858.572,5753583.132,1,SS,N0,61.54,2.1,28.7,32.2,12.8,5.2,3.4,62.9,21.4,15.7,6.55,71,13.96,13.27,1.32,1463.2,23.8,2.65,1.49,1.13509434
1947,NW,438636.5469,5751250.489,2,SG,N0.1,118.74,1.4,22.3,27.9,7.7,5.8,7.4,51.6,20.9,27.5,6.04,133.6,53.24,51.44,4.52,1097.3,41.61,2.65,1.1,0.03245283
1948,NW,445976.2891,5751349.381,1,GGe,N1,66.1,2.1,31.2,55.8,4.4,1.4,1.2,89,7,4,5.66,40.6,14.7,14.7,1.32,1496.8,15.82,2.65,1.5,0.145660377
1949,NW,452815.2648,5751376.889,1,YE,N0,116.82,1.1,24,63.6,4.8,1.4,0.9,88.7,7.1,4.2,6.73,117.8,34.81,34.81,1.94,1016,19.43,2.65,1.02,0
1951,NW,465548.3285,5753458.775,2,PP,N0,73.82,1,47.8,43,3.1,1.3,0.8,91.7,5.2,3.1,5.55,55.5,26.06,26.06,2.06,1232.9,19.84,2.65,1.24,0
1952,NW,477134.3141,5750727.269,1,SS,N1,58.94,3.7,38.2,37.3,8,4,2.6,79.2,14.6,6.2,6.1,56,15.34,15.34,0.94,1343.1,7.78,2.65,1.43,4.066415094
1955,NW,500736.0933,5751770.313,2,BB,N0,65.11,3.4,5.9,5.8,24.3,19.1,12.5,15.1,55.8,29.1,5.05,99.6,31.03,31.03,2.78,1173,34.38,2.65,1.29,4.387924528
1957,NW,517504.0737,5751352.297,1,LL,N3,55.29,1.1,1.1,1.9,56.5,19.2,4.4,4.2,80,15.8,7,89.7,14.29,13.98,1.41,1283.6,25.36,2.65,1.3,0.465660377
1962,NI,557411.4446,5753298.878,1,BB,N3.1,52.64,3.6,1.7,3.1,45.2,21,6.6,8.4,72.7,18.9,6.46,119.5,16.78,16.78,1.55,1186.7,28.29,2.65,1.35,7.292830189
1967,NI,596791.4138,5755008.698,1,BB,N1,51.17,15.9,9.9,7.9,20,14.8,9.2,33.6,44,22.4,6.48,158.7,24.64,24.64,2.28,638,12.32,2.65,0,45
1969,ST,612025.1213,5752966.16,1,ZZ,N1,67.35,13.2,9.8,10.5,26.9,16.7,5.7,33.6,49.3,17.1,6.66,160.8,27.09,26.6,2.29,873.4,18.85,2.65,0,15.17623332
1970,ST,620772.7919,5751985.951,1,TT,N1,55.85,2.6,4.8,5,38.6,22.7,5.6,12.3,66.9,20.8,6.77,100.6,15.51,15.16,1.53,1434.1,22.08,2.65,1.56,6.270943396
1971,ST,626142.3916,5753008.1,1,YK,N0.2,73.46,0.5,0.9,2.1,46.6,25,4.9,3.4,76.5,20.1,6.79,115.5,19.07,18.7,1.85,1271.7,25.71,2.65,1.28,0.133584906
1972,ST,636043.556,5757075.446,1,TT,N2.2,62.71,1.7,4.2,3,40.5,23,5,8.8,68.6,22.6,7.63,145.9,16.81,16.44,1.62,1245.3,23.33,2.65,1.27,1.166037736
1974,ST,652314.0907,5757444.939,1,TT,N1,75.85,0.5,2.9,3,40.7,23.5,6.1,6.4,70.3,23.3,6.74,95.5,17.93,17.93,1.71,1447.9,23.31,2.65,1.45,0.126037736
1975,ST,657929.0322,5754855.691,1,RZ,N2.2,61.04,0.8,2.9,3.1,43.9,22.9,4.6,6.8,71.5,21.7,7.89,136.9,35.44,16.22,1.45,1184,31.78,2.65,1.22,2.15245283
1976,ST,669273.1035,5752354.47,1,AT,N0,104.98,0.3,1.5,1.8,24.6,21.8,8.6,3.6,54.9,41.5,7.77,174.8,32.94,31.7,3.08,1077.4,39.77,2.65,1.08,0.043018868
1978,ST,682955.6698,5756430.398,1,TT,N1,66.76,1,2.4,2.8,43.5,25,5.9,6.1,74.4,19.5,7.76,125.9,19.44,18.13,1.67,1054.7,19.46,2.65,1.19,4.708679245
1980,ST,701928.9852,5753969.682,1,AT,N0,75.46,2.6,14.2,7.9,15.7,16.4,9.7,24.7,41.8,33.5,6.72,155,26.82,26.32,2.69,1053,26.31,2.65,1.07,0.490566038
1982,ST,717096.0316,5753530.57,1,LF,N0,29.71,12.2,46.1,26.4,5.5,3.8,2.1,84.7,11.4,3.9,6.12,33,5.76,5.76,0.48,1277.8,6.35,2.65,1.35,2.498867925
1983,ST,722899.5335,5758246.217,2,GG,N0,66.58,15.4,58.3,12.3,2.7,2.7,1.7,86,7.2,6.8,5.72,80.3,28.84,28.84,2.19,1050.8,27.74,2.65,1.1,1.924528302
1984,ST,730966.2809,5756769.192,1,BB,N0.2,35.98,7.5,49.2,27.7,4.9,3.4,2.1,84.4,10.4,5.2,6.13,71.2,10.57,10.57,0.9,1048,10.28,2.65,1.32,10.94792453
1986,ST,747217.3315,5753327.87,1,BB,N1,77.41,8.5,46.3,26.8,6.8,3.4,2.2,81.5,12.4,6.1,6.2,97.6,21.11,21.11,1.71,1413.4,21.47,2.65,1.44,0.918490566
1988,ST,764772.2536,5755298.603,1,LF,N0.1,39.5,7.2,37.9,34.8,7,5.7,3,80,15.7,4.3,6.81,155.6,9.99,9.69,0.87,1264.2,13.18,2.65,1.31,1.321509434
1992,BB,792924.5411,5757253.809,1,YK,N1,31.27,7.2,38.7,20.8,21.8,6.2,2,66.7,30,3.3,5.29,49.2,9.03,9.03,0.76,1704.2,18.6,2.65,1.72,0.589433962
1993,BB,805020.4331,5756150.102,1,LF,N0,27.86,6.2,26,10.9,33.9,13.4,3.9,43.1,51.1,5.8,6.22,50.6,8.76,8.76,0.77,1528.3,12.61,2.65,1.6,2.655849057
1994,BB,813721.348,5755494.404,1,LFd,N1,49.85,5.6,35.4,15.8,23.4,11.7,3.3,56.9,38.4,4.7,6.04,62.9,9.61,9.61,0.79,1603.3,14.57,2.65,1.62,0.295849057
1997,BB,836935.4779,5755975.194,1,ZZ,N2.2,53.08,7.4,21.4,28.1,11.4,8.2,5.6,56.9,25.3,17.8,7.92,358,20.53,12.99,0.97,1183.9,6.2,2.65,1.29,4.298867925
2001,BB,869195.7003,5757403.848,2,ZZ,N0,109.18,0.4,21.7,41,5.4,6.2,3.7,63.1,15.3,21.6,5.76,107.7,66.17,66.17,5.03,673.5,69.34,2.65,0.7,0
2004,NW,292381.2566,5739220.981,2,ZZ,N0,85.57,0.7,29.1,45.8,12.1,2.9,1.9,75.6,16.9,7.5,5.81,150.4,37.05,37.05,3.57,1105.4,39.64,2.65,1.12,1.00754717
2006,NW,306514.3014,5740545.185,1,AB,N2,92.05,1.9,5.9,4.2,14.7,22.6,13.9,11.9,51.2,36.9,7.43,239,28.09,26.61,2.82,1042.8,27.41,2.65,1.05,0.366037736
2007,NW,316728.5304,5741520.7,2,AB,N0.1,164.81,0.2,5.4,25.8,26.7,13,5.1,31.3,44.8,23.9,7.24,277,66.13,55.14,4.3,1208.9,23.37,2.65,1.21,0.026415094
2010,NW,341394.4146,5741547.31,1,PP,N0.2,76.19,1.6,40,45.4,5.7,2.3,1.3,87.1,9.3,3.6,5.93,47.8,17.61,17.61,1.47,1335.9,19.81,2.65,1.34,0.268679245
2011,NW,348263.8131,5740909.194,1,SH,N1,76.53,2.7,17.5,23.7,17.7,7.9,4.3,43.8,29.8,26.4,7.02,111.5,28.22,27.55,2.36,1339.8,17.17,2.65,1.48,5.476981132
2013,NW,365283.8348,5740196.486,1,YK,N2.2,57.71,2,38.5,29.7,18.4,4.2,1.4,70.2,23.9,5.9,5.74,83.9,13.34,13.34,1.18,1396,12.79,2.65,1.4,0.285283019
2014,NW,372703.333,5741968.086,1,PP,N2.2,48.8,3.8,25,49.3,14,3.3,1.2,78,18.5,3.5,6.95,115.5,13.58,12.66,1.09,1355.9,19.91,2.65,1.42,2.206792453
2015,NW,377629.4824,5744618.414,1,ZZ,N0.1,57.23,6.3,29.5,50.3,4.2,2.4,1.5,86.1,8.1,5.8,7.53,136.5,18.15,16.82,1.22,1308.1,17.83,2.65,1.39,3.991698113
2016,NW,385245.9498,5742821.421,1,SS,N1,67.9,3.1,22.6,36.5,10.2,6.3,3.7,62.2,20.1,17.7,6.38,111.7,16.64,16.64,1.73,1267.9,31.4,2.65,1.3,1.71245283
2018,NW,405969.2146,5741519.287,1,SS,N1,130.21,7.2,24.4,34.9,13,3.9,2.5,66.6,19.4,14,7.41,229,38.74,36.97,2.82,1171.2,25.31,2.65,1.31,5.515471698
2020,NW,421455.1556,5742591.556,1,RZ,N0,78.85,1.3,13.8,23.7,5.3,5.8,6.1,38.7,17.2,44.1,7.48,265,26.55,22.59,2.66,980.5,24.64,2.65,1,1.08754717
2022,NW,434286.3102,5743040.588,1,SS,N0,65.22,1.8,18.7,31.9,9.1,4.6,6,52.4,19.7,27.9,6.83,84.9,17.43,16.11,1.66,1372.5,24.91,2.65,1.39,1.255849057
2026,NW,467384.0117,5746797.061,1,RQ,N0.2,86.99,0.5,26,67.6,1.8,0.6,0.3,94.1,2.6,3.3,6.69,80.1,23.92,23.92,1.74,1155.2,13.03,2.65,1.16,0.041509434
2027,NW,474656.1823,5746157.681,1,YE,N0,90.48,1.6,51.2,40.8,1.8,0.9,1.1,93.6,3.8,2.6,6.55,96.7,23.73,23.73,1.38,1225.1,15.71,2.65,1.24,0
2030,NW,500458.7751,5741882.369,1,SS,N0.2,93.39,0.3,0.5,2.3,39.6,17.4,7.1,3.1,64,32.9,6.58,82.1,24.86,24.86,2.28,1242.1,33.57,2.65,1.26,1.069433962
2031,NW,507888.9348,5744194.752,1,LL,N2.2,36.37,0.6,0.8,2,58.2,20.3,4.7,3.4,83.2,13.4,7.79,98.3,13.46,12.77,1.22,1107.5,20.42,2.65,1.15,3.576603774
2032,NW,517229.2322,5742153.116,1,BB,N3,42.77,15.6,11.5,6.1,13.2,11.5,9.9,33.2,34.6,32.2,7.39,85.6,14.21,13.12,1.65,967.4,23.35,2.65,0,9.576908923
2034,NI,532071.4521,5747714.398,1,AB,N0,49.92,0.4,2.4,22.2,42.9,14,4.3,25,61.3,13.7,7.32,180.1,11.95,11.95,1.29,1312.3,22.95,2.65,1.32,0.266415094
2037,NI,554798.064,5746739.294,1,LL,N1,44.25,0,0.2,3.3,58.9,20.7,3.5,3.6,83.2,13.2,7.06,120.2,10.95,10.95,1.19,1237.4,18.11,2.65,1.24,0
2046,ST,626630.7358,5745447.286,1,LL,N0.2,42.23,3.9,2.7,3,36.8,24.7,6.6,9.6,68.1,22.3,6.7,55.9,10.11,10.11,1.09,1350.5,22.37,2.65,1.44,3.537358491
2048,ST,642147.0842,5748662.56,1,BB,N2.2,45.01,4.1,10.1,47.8,12.5,7.2,1.9,62,21.6,16.4,7.74,109.1,11.83,10.6,1.02,1376.2,17.61,2.65,1.41,1.697358491
2049,ST,654329.6543,5745759.137,1,RZ,N0.2,62.19,0.6,1.9,2.3,38.6,26,6.7,4.8,71.3,23.9,7.99,379,16.86,15.3,1.47,1167.6,21.89,2.65,1.17,0.092830189
2050,ST,657144.4731,5746697.801,1,TC,N2.2,85.6,4.5,5.4,5.4,34.6,22.1,5.8,15.3,62.5,22.2,7.31,142.9,27.36,24.85,2.23,1330.3,25.84,2.65,1.41,2.818113208
2053,ST,685562.8716,5745678.885,1,RZ,N1,77.14,4.7,14.8,12,24.9,13.7,4.4,31.5,43.1,25.4,7.7,172.7,28.72,25.02,2.27,1035.5,25.05,2.65,0,13.69957126
2054,ST,693755.3471,5746295.342,1,AT,N0,59.93,3,26.7,22.1,16.9,9.1,4,51.7,30,18.3,7.46,573,15.8,13.14,1.49,1262.4,33.24,2.65,1.33,3.581886792
2055,ST,700735.707,5745087.176,1,TT,N0,50.97,7.8,33.5,14.5,17.4,11.6,4.5,55.9,33.4,10.7,6.54,111.8,14.99,14.99,1.4,1100.7,21.64,2.65,1.14,1.917735849
2056,ST,706895.4715,5748589.924,1,AB,N0,54.04,11,58,16,3.6,3.1,1.8,85,8.4,6.6,6.77,278,15.8,15.8,1.37,1305.3,13.08,2.65,1.35,1.495849057
2060,ST,740285.992,5747543.389,1,GG,N0,67.07,7.4,23.6,11.9,4.5,9.2,11.8,42.8,25.5,31.7,6.88,61.6,22.1,21.69,1.99,1060.6,26.79,2.65,1.07,0.350943396
2063,ST,764706.8708,5750571.584,2,AB,N0,136.61,0.8,2.7,2.7,17.2,24.1,14.6,6.2,56,37.8,6.23,111.8,54.45,54.45,4.65,947.4,28.85,2.65,0.95,0.02490566
2065,ST,780097.8954,5746689.076,2,ZZ,N0.1,105.5,8,41.5,30.7,5.1,3.3,1.6,80.2,10.1,9.7,6.53,255,42.91,42.91,3.61,1221.3,17.66,2.65,1.26,1.347169811
2066,BB,788897.8121,5749843.76,1,BB,N0,60.08,26.7,47.4,13.2,4.6,2.9,1.7,87.3,9.3,3.4,6.27,71.1,18.5,18.5,1.42,1306.8,11.99,2.65,1.4,4.257358491
2071,BB,829734.3716,5750600.616,1,LF,N0,37.66,5.8,35.3,43.8,9.1,2.4,1.1,85,12.5,2.5,6.65,56.3,7.99,7.99,0.6,1632,12.48,2.65,1.69,2.258113208
2072,BB,837822.495,5750982.316,1,LF,N0,42.68,13.1,36.9,31.6,7.7,4.6,1.8,81.6,14.1,4.3,6.48,89.3,12.6,12.6,1.03,1218.9,10.36,2.65,1.36,5.147169811
2075,BB,859575.6866,5750187.089,1,BB,N0,36.36,9.2,49.6,30.2,4.6,2.3,0.9,89,7.8,3.2,6.56,40.4,7.07,7.07,0.54,1530,10.5,2.65,1.57,1.333584906
2077,BB,875617.531,5751083.445,1,GGe,N0,73.21,11.1,42.4,23.5,7.9,4.6,2,77,14.5,8.5,6.78,80.9,17.48,17.48,1.49,1532,13.87,2.65,1.56,1.125283019
2078,BB,885405.2883,5748858.002,1,ZZ,N0.2,14.82,7.3,30.3,30.3,9.7,7.4,4.3,67.9,21.4,10.7,7.8,117.4,5.46,2.42,0.25,1907.9,11.16,2.65,1.98,2.568301887
2080,NW,310253.5775,5734366.829,1,LL,N0.2,60.93,0.9,5.3,5.3,59,15.9,2.9,11.5,77.8,10.7,6.56,93.2,16.21,16.21,1.53,1161.3,24.1,2.65,1.18,0.406037736
2081,NW,318730.3809,5733196.081,1,AB,N0,86.42,0.3,5.3,22,18.1,18.1,8.5,27.6,44.6,27.8,7.98,178.1,24.1,22.49,2.48,1287.4,34.01,2.65,1.3,0.145660377
2082,NW,323125.1383,5734771.844,2,AB,N0.1,65.44,2.6,40.9,13.9,10.9,11.2,5.5,57.4,27.6,15,6.3,88.3,25.17,24.65,2.41,1205.7,33.84,2.65,1.21,0.246037736
2083,NW,334011.6171,5733035.203,2,GG,N0,63.22,1.9,40.3,27.5,8.8,4.7,3.3,69.7,16.8,13.5,5.86,116.2,31.02,30.46,2.73,1309.8,29.63,2.65,1.31,0.015849057
2084,NW,341789.1779,5733756.497,2,YE,N0.2,86.64,3,44.9,37.1,6.3,2.8,1.4,85,10.5,4.5,4.7,61.2,30.62,30.62,2.22,1284.2,19.21,2.65,1.3,0.12
2085,NW,350046.5741,5734324.033,1,SS,N1,118.07,4,46.1,39.7,3.2,2.2,1.2,89.9,6.6,3.5,6.57,49.9,28.13,28.13,1.59,1387,24.22,2.65,1.39,0.215849057
2086,NW,357104.9811,5734746.123,1,KV,N0,179.69,2,45,39.4,4.6,1.5,1.2,86.4,7.3,6.3,6.48,101.2,58.06,58.06,4.3,976.7,37.05,2.65,0.99,0.33509434
2087,NW,366461.0807,5734067.726,1,BB,N0.2,47.71,2.2,40.2,37.7,10.9,3.1,1.4,80.1,15.5,4.4,6.6,37.6,11.71,11.71,0.98,1361.8,13.49,2.65,1.38,0.551698113
2093,NW,411360.3466,5734613.851,1,BB,N0.2,51.29,0.5,29.1,52.9,4.5,2.1,1.5,82.5,8,9.5,5.14,210,14.14,14.14,1.17,1259.2,14.77,2.65,1.27,0.109433962
2094,NW,419160.3481,5737085.14,2,SS,N0.2,148.44,0.2,8.6,18.4,9.3,6.3,7.6,27.2,23.2,49.6,7.32,237,91.01,83.27,8.76,905.7,60.6,2.65,0.91,0
2095,NW,430677.8001,5735491.475,1,SS,N0.2,67.36,1.2,25.7,30.8,20.8,5.4,2.9,57.7,29.1,13.2,7.16,122.5,16.93,16.93,1.41,1220.7,19.92,2.65,1.25,0.884528302
2096,NW,434407.7364,5734798.541,1,DD,N2.2,71.39,0.6,7.6,11.4,25,9.9,7.7,19.6,42.7,37.7,7.8,165.6,33.43,21.19,2.06,1084.5,29.88,2.65,1.13,1.970566038
2097,NW,442914.3386,5737853.422,2,SS,N0,93.6,0.3,6.4,8,24.5,10.5,10.2,14.7,45.1,40.2,7.39,301,88.63,76.1,7.39,966.1,29.79,2.65,0.99,2.017358491
2099,NW,458420.0504,5737113.824,1,GG,N0.1,37.34,0.4,14.9,55.6,22,3.4,1,70.8,26.3,2.9,5.52,54.7,9.99,9.99,0.87,1357.2,13.11,2.65,1.36,0.090566038
2100,NW,469947.8443,5737636.27,1,GG,N0,79.07,1.6,19.9,62.6,7.1,1.5,0.8,84.2,9.4,6.4,7.38,107.4,18.8,17.7,1.4,1469.3,29.14,2.65,1.47,0.044528302
2101,NW,477433.859,5733663.912,1,GG,N0,71.71,0.6,21.1,66.1,5,1.5,1.2,87.8,7.6,4.6,6.72,64.8,16.8,16.8,1.2,1299.3,15.1,2.65,1.31,0
2107,NW,522691.5118,5735909.949,1,YK,N3.2,44.27,0.1,0.4,3.4,61.4,16.1,2.8,3.9,80.3,15.8,6.09,80.3,11.34,11.34,1.41,1209.1,25.55,2.65,1.21,0
2110,NI,547086.3953,5738772.111,2,RR,N5,56.39,3,1.8,2.4,18.8,39.5,7,7.1,65.3,27.6,7.78,156.5,110.9,46.65,4.09,667.8,14.24,2.65,0,39.47149319
2111,NI,557090.0098,5737991.323,1,BB,N2.2,90.11,0.1,0.4,0.9,32.4,23.7,9.3,1.4,65.3,33.3,6.82,99.1,22.37,21.7,2.45,1307,30.86,2.65,1.31,0.069433962
2112,NI,563521.894,5736846.915,2,AB,N0,87.54,0.2,0.3,3.2,24.8,28.4,11.2,3.7,64.5,31.8,7.46,175.5,42.11,40.62,4.06,905.8,35.51,2.65,0.91,0
2113,NI,572895.7503,5737160.248,1,LL,N2.2,56.79,0.1,0.1,0.8,53.3,22.4,4.7,1,80.4,18.6,7.14,78.2,14.17,13.87,1.44,1324.8,25.31,2.65,1.33,0
2114,NI,579280.2914,5735232.384,2,BB,N3.2,93.16,0.1,0.2,1,43.3,24.1,6.2,1.3,73.6,25.1,5.75,96.6,34.43,34.43,3.44,1149.5,17.21,2.65,0,0.047538362
2120,ST,628581.211,5736376.727,2,LF,N2.2,106.96,4.1,4.3,6,32.2,24,8.5,14.4,64.7,20.9,5.91,62.5,49.95,49.95,4.13,898,43.23,2.65,0,2.443450866
